Sensor Impersonation attack;Replay attack;Denial of service attack;Random signal in range;t5;t4
23;17;0;28;17;24
23;17;0;30;18;24
23;17;0;30;18;24
24;17;0;28;17;24
23;17;0;27;17;24
23;17;0;26;17;24
23;17;0;30;18;23
23;17;0;26;17;23
24;17;0;28;17;23
23;17;0;27;17;24
23;17;0;26;17;23
24;17;0;28;17;24
24;17;0;25;17;24
23;17;0;27;17;24
23;17;0;27;17;24
23;17;0;25;16;24
23;17;0;28;17;23
23;17;0;25;16;24
22;17;0;26;16;23
24;17;0;28;17;23
23;17;0;29;17;23
23;17;29;29;25;23
23;17;29;26;24;23
23;17;29;26;24;23
23;17;29;26;24;24
23;17;29;27;24;23
23;17;29;26;24;23
23;17;29;28;24;23
23;17;29;25;24;24
23;17;29;24;23;24
23;17;28;25;23;23
24;17;29;28;25;23
23;17;28;26;24;23
23;17;28;25;23;24
23;17;28;26;24;24
24;17;28;24;23;23
23;17;28;27;24;23
23;17;28;25;23;23
23;17;28;25;23;24
23;16;28;28;24;23
23;17;28;25;23;23
23;17;28;26;24;23
23;17;28;26;24;23
23;17;28;24;23;24
23;17;28;24;23;24
23;17;27;25;23;23
23;17;28;27;24;23
23;17;28;25;23;23
23;17;27;25;23;23
23;17;27;28;24;23
23;17;27;27;24;23
23;17;27;29;24;23
23;17;27;30;24;23
23;17;27;29;24;23
23;17;27;27;24;23
23;17;27;29;24;23
23;16;27;28;24;23
23;17;27;28;24;24
23;17;27;31;25;23
24;17;27;30;25;23
23;17;27;27;24;23
23;17;0;26;17;24
23;17;0;31;18;24
23;17;0;30;18;23
23;17;0;31;18;24
23;17;27;31;25;23
23;17;0;31;18;23
23;17;0;29;17;24
23;17;27;31;25;23
23;17;27;32;25;24
23;17;27;30;24;23
23;17;26;30;24;23
23;17;27;28;24;24
23;17;27;32;25;23
23;17;27;29;24;23
23;17;26;29;24;24
23;17;27;31;25;23
23;17;27;28;24;23
23;17;27;30;24;23
23;17;26;29;24;24
24;17;26;31;25;23
23;17;27;32;25;24
23;17;26;32;25;23
23;17;27;31;25;24
23;17;26;33;25;24
23;17;26;29;24;23
23;17;26;33;25;24
23;17;27;34;25;23
23;17;27;30;24;23
23;17;26;29;24;24
23;17;26;29;24;23
23;17;0;28;17;24
23;17;0;31;18;23
23;17;0;27;17;23
23;17;0;26;17;24
23;17;0;27;17;23
23;17;0;28;17;23
23;17;0;25;16;23
23;17;0;29;17;23
23;17;0;26;17;23
23;17;0;25;16;23
23;17;0;25;16;23
23;17;0;27;17;24
23;17;0;27;17;24
23;17;0;26;17;23
23;17;0;27;17;24
23;17;0;26;17;23
23;17;0;26;17;24
24;17;0;28;17;24
23;17;0;29;17;24
23;17;0;29;17;24
23;17;0;29;17;23
23;17;0;29;17;24
24;17;0;28;17;24
23;17;0;30;18;24
24;17;0;30;18;24
23;17;0;30;18;23
23;16;0;30;17;24
23;17;0;27;17;24
23;17;0;27;17;24
23;17;0;29;17;24
23;17;0;27;17;24
23;17;0;27;17;24
23;17;0;30;18;24
23;17;0;30;18;24
24;17;0;27;17;23
23;17;0;27;17;24
23;17;0;28;17;23
24;17;0;28;17;24
23;17;0;25;16;23
22;17;0;25;16;23
22;17;0;25;16;24
23;17;0;28;17;23
24;17;0;29;18;24
23;17;0;28;17;24
23;17;0;27;17;24
23;17;0;29;17;24
23;17;0;26;17;24
24;17;0;26;17;24
23;17;0;27;17;24
23;17;0;28;17;23
23;17;0;25;16;23
23;17;0;26;17;24
23;17;0;26;17;24
23;17;0;28;17;24
23;17;0;27;17;23
23;17;0;24;16;23
23;16;0;28;17;24
23;17;0;27;17;24
23;17;0;29;17;23
23;17;0;25;16;23
23;17;0;27;17;23
23;17;0;30;18;24
23;17;0;29;17;24
23;17;0;27;17;23
23;17;0;28;17;23
23;17;0;31;18;23
23;17;0;28;17;24
23;17;0;31;18;24
23;17;0;30;18;23
23;17;0;30;18;23
23;17;0;31;18;23
23;17;0;28;17;23
23;17;0;27;17;23
23;17;0;27;17;23
23;17;0;26;17;23
23;17;0;25;16;23
23;17;0;28;17;23
23;17;0;28;17;23
23;17;0;27;17;23
24;17;0;26;17;23
23;17;0;27;17;24
24;17;30;26;24;23
23;17;0;28;17;23
23;17;0;25;16;24
23;17;0;25;16;23
23;16;0;25;16;23
22;17;0;28;17;23
23;17;0;25;16;23
23;17;0;25;16;23
23;17;0;26;17;23
23;17;0;28;17;24
23;17;0;25;16;23
23;17;0;24;16;23
23;17;0;28;17;23
23;17;0;25;16;24
23;17;0;24;16;23
23;17;30;27;24;23
23;17;30;28;25;23
23;17;30;26;24;23
23;17;30;28;25;23
23;17;30;29;25;24
23;17;31;28;25;23
23;17;30;27;24;24
23;17;30;26;24;24
23;17;31;28;25;23
23;17;30;25;24;23
23;17;30;28;25;23
23;17;30;26;24;23
23;17;30;25;24;23
23;17;30;26;24;23
23;17;30;25;24;23
23;17;30;28;25;23
23;17;30;26;24;23
24;17;30;25;24;24
23;17;30;28;25;23
23;16;30;25;24;23
23;17;30;26;24;23
23;17;30;26;24;23
23;17;30;24;24;23
23;17;30;24;24;23
23;17;30;26;24;23
23;17;29;25;24;23
23;17;29;28;24;24
23;17;30;26;24;24
23;17;29;25;24;23
23;17;29;28;24;23
23;17;29;28;24;23
23;17;29;27;24;23
23;17;29;27;24;23
23;17;30;28;25;23
23;17;29;26;24;23
23;17;29;26;24;24
23;17;29;26;24;24
23;17;29;27;24;24
23;17;29;25;24;23
23;17;29;24;23;23
23;17;29;27;24;23
23;17;29;26;24;24
23;17;29;27;24;23
23;17;29;26;24;23
23;17;29;24;23;23
23;17;29;24;23;23
23;17;29;24;23;24
23;17;29;24;23;23
23;17;29;23;23;23
23;16;29;22;23;23
22;17;29;25;23;23
23;17;29;24;23;23
23;17;29;26;24;23
23;17;29;25;24;23
23;17;29;25;24;23
24;17;29;25;24;23
23;17;29;26;24;23
24;17;29;24;24;23
23;17;29;26;24;23
23;17;29;28;24;23
23;17;29;25;24;23
23;17;29;25;24;23
23;17;29;26;24;23
23;17;29;28;24;23
23;17;29;24;23;23
24;17;29;24;24;23
23;17;29;24;23;23
23;17;29;28;24;23
24;17;29;28;25;23
23;17;29;25;24;23
24;17;29;29;25;23
23;17;28;26;24;23
23;17;28;29;24;23
24;17;28;27;24;23
24;17;28;26;24;23
23;17;28;30;25;23
23;17;28;27;24;23
23;17;29;30;25;23
24;17;29;29;25;23
23;16;29;28;24;23
23;17;29;31;25;24
24;17;29;30;25;24
24;17;29;30;25;23
24;17;28;30;25;24
24;17;28;31;25;23
23;17;28;32;25;23
23;17;28;29;24;23
23;17;28;33;25;23
23;17;28;32;25;23
23;17;28;30;25;23
23;17;28;32;25;23
23;17;28;28;24;23
23;17;28;30;25;23
23;17;28;31;25;23
23;17;28;31;25;23
23;17;28;28;24;23
23;17;28;32;25;23
23;17;28;29;24;23
23;17;28;32;25;23
23;17;28;28;24;23
23;17;28;30;25;23
23;17;27;32;25;23
23;16;28;32;25;23
23;17;28;31;25;23
23;17;28;29;24;23
23;17;28;30;25;23
23;17;28;31;25;23
23;17;28;29;24;23
23;17;28;32;25;23
23;16;28;31;25;23
23;17;28;31;25;23
23;17;28;30;25;23
23;16;28;28;24;23
23;17;28;30;25;23
23;17;28;29;24;23
23;17;28;30;25;23
23;17;28;27;24;23
23;17;28;30;25;23
24;17;28;31;25;23
23;17;28;30;25;23
23;17;28;29;24;23
23;17;28;29;24;23
23;17;28;32;25;23
23;17;28;30;25;22
23;17;28;31;25;23
24;17;28;30;25;23
23;17;28;29;24;23
24;17;28;28;24;23
23;17;28;29;24;22
23;17;29;29;25;23
23;17;28;28;24;23
23;17;28;28;24;23
23;17;0;27;17;22
23;17;0;29;17;23
23;17;29;27;24;22
23;17;29;30;25;23
23;17;0;29;17;23
23;17;29;28;24;23
23;17;29;26;24;23
24;16;29;30;25;23
23;17;29;28;24;23
23;17;29;30;25;23
23;17;30;30;25;22
24;17;29;26;24;22
23;16;29;27;24;23
23;17;29;26;24;23
23;17;30;27;24;23
23;17;29;30;25;22
23;17;29;29;25;23
23;17;29;27;24;22
23;17;29;30;25;23
23;17;29;28;24;23
23;17;29;27;24;22
23;17;29;29;25;22
23;17;29;27;24;23
24;17;29;27;24;22
23;17;29;29;25;22
23;17;29;26;24;23
23;17;29;29;25;22
23;17;29;27;24;23
23;17;29;27;24;23
23;17;28;27;24;22
23;17;29;26;24;22
23;17;29;26;24;22
23;17;29;29;25;23
23;17;29;27;24;22
23;17;29;25;24;22
23;17;29;27;24;22
23;17;29;28;24;22
23;16;29;29;24;22
23;17;29;27;24;22
23;17;28;26;24;22
23;17;28;26;24;23
23;17;28;29;24;23
23;17;29;30;25;22
22;17;29;30;25;22
23;17;28;27;24;22
23;17;28;26;24;23
23;17;28;26;24;23
23;16;28;26;23;22
23;17;28;28;24;22
23;17;28;24;23;22
23;17;29;26;24;22
24;17;28;28;24;22
23;17;29;27;24;22
23;17;28;25;23;22
23;17;28;25;23;22
23;17;28;25;23;22
24;17;28;27;24;22
23;17;29;27;24;22
24;16;28;28;24;22
23;16;28;25;23;22
23;17;28;25;23;23
23;17;28;25;23;22
23;17;28;27;24;22
23;17;28;28;24;23
24;17;28;25;24;22
23;17;28;25;23;22
23;17;28;24;23;22
23;17;28;25;23;22
23;17;28;26;24;22
24;17;28;28;24;22
23;17;28;25;23;22
23;17;29;26;24;22
23;17;28;24;23;22
23;17;28;28;24;22
23;17;28;28;24;23
23;17;28;27;24;22
23;17;28;25;23;22
23;17;28;28;24;22
23;17;28;26;24;22
23;17;28;29;24;22
23;17;28;28;24;22
23;17;28;30;25;22
23;17;28;30;25;22
23;17;28;28;24;22
23;17;28;29;24;23
23;17;28;30;25;22
23;17;28;29;24;22
23;17;28;29;24;22
23;17;28;28;24;23
23;17;27;26;23;22
23;17;28;26;24;22
23;17;27;26;23;22
23;17;28;27;24;22
23;17;28;28;24;22
23;16;28;25;23;22
23;17;28;27;24;22
23;17;27;26;23;23
23;16;27;28;24;22
23;17;28;26;24;23
23;17;27;25;23;22
23;17;27;28;24;22
24;17;27;27;24;22
23;17;27;25;23;22
23;17;28;26;24;22
23;17;27;26;23;22
23;17;27;28;24;23
23;17;27;29;24;22
23;17;27;24;23;23
23;17;27;29;24;22
23;17;27;29;24;22
24;17;27;29;24;22
23;17;27;26;23;22
23;17;27;26;23;23
23;17;27;27;24;22
23;17;27;26;23;23
23;17;27;26;23;23
23;17;27;25;23;23
23;17;27;28;24;23
23;17;27;27;24;22
23;17;27;24;23;23
23;17;27;27;24;22
24;17;27;28;24;22
23;17;27;25;23;22
23;17;27;27;24;22
23;17;27;25;23;22
23;17;27;27;24;22
23;17;27;26;23;22
23;16;27;26;23;22
23;17;27;29;24;22
23;17;27;29;24;22
23;17;27;27;24;22
23;17;27;26;23;23
23;17;27;26;23;22
24;17;28;28;24;22
23;17;27;27;24;22
23;17;27;26;23;22
23;17;27;24;23;23
23;17;27;29;24;22
23;17;27;27;24;22
23;17;27;29;24;22
23;17;27;25;23;22
23;17;27;27;24;22
23;17;28;30;25;22
23;17;27;27;24;23
23;17;27;30;24;22
23;17;27;26;23;22
23;17;27;26;23;22
23;17;27;27;24;22
23;17;27;26;23;22
23;17;27;29;24;22
23;17;28;30;25;22
23;17;28;30;25;23
23;17;28;31;25;22
23;17;28;30;25;22
23;17;27;27;24;22
24;17;27;29;24;22
23;17;28;32;25;22
23;17;27;31;25;22
23;17;27;31;25;22
23;17;27;28;24;22
23;17;27;33;25;23
23;17;28;31;25;22
23;17;28;32;25;23
23;17;27;28;24;22
23;17;27;30;24;22
23;17;27;32;25;22
23;17;28;30;25;22
23;17;28;30;25;23
24;17;28;27;24;22
23;17;27;31;25;23
23;17;28;30;25;22
23;17;28;28;24;22
23;17;27;28;24;22
23;17;27;27;24;23
24;17;27;30;25;22
23;17;27;30;24;22
23;17;28;28;24;22
23;17;27;27;24;22
23;17;27;26;23;23
23;17;27;29;24;22
23;17;28;27;24;22
23;17;28;28;24;23
23;17;27;26;23;22
23;17;28;25;23;23
23;17;27;28;24;23
23;17;28;26;24;23
23;17;28;28;24;23
23;17;27;26;23;23
23;17;27;27;24;23
23;17;27;25;23;23
23;17;28;27;24;23
23;17;28;29;24;22
23;17;28;27;24;23
23;17;28;29;24;22
23;17;28;26;24;22
23;17;28;27;24;23
23;17;28;29;24;23
23;17;28;29;24;23
23;17;28;28;24;22
23;17;28;25;23;23
23;17;28;27;24;22
23;17;28;25;23;22
23;17;28;29;24;23
23;17;28;25;23;23
23;17;28;24;23;23
23;17;28;24;23;23
23;17;28;24;23;23
23;17;28;26;24;23
23;17;28;27;24;23
23;17;27;27;24;23
23;17;28;25;23;22
23;17;28;27;24;22
23;17;28;26;24;23
23;17;28;29;24;22
23;17;28;28;24;22
23;17;28;25;23;23
23;17;28;26;24;23
23;17;28;29;24;23
23;17;28;26;24;22
23;17;28;25;23;23
23;17;28;29;24;23
23;17;28;28;24;23
23;17;28;26;24;23
23;17;28;25;23;23
23;17;28;28;24;23
23;17;28;27;24;23
23;17;28;27;24;23
23;17;28;30;25;22
23;17;28;29;24;23
23;17;27;31;25;23
23;17;28;28;24;22
23;17;28;28;24;23
23;17;28;28;24;23
23;17;28;28;24;22
23;17;28;29;24;23
23;17;28;30;25;23
23;17;28;30;25;23
23;17;28;30;25;23
23;17;28;31;25;23
23;17;27;29;24;23
24;17;28;28;24;23
24;17;28;30;25;23
23;17;28;28;24;23
23;17;28;26;24;23
23;17;27;30;24;23
23;17;28;30;25;23
23;17;27;28;24;23
23;17;28;26;24;23
23;17;28;30;25;23
23;17;27;27;24;23
23;17;28;26;24;22
23;16;28;26;23;23
23;17;28;25;23;23
23;17;28;28;24;23
24;17;28;29;25;23
23;17;28;28;24;23
23;17;28;29;24;23
23;17;28;27;24;23
23;17;28;26;24;23
23;17;28;28;24;23
23;17;28;27;24;22
23;17;28;29;24;22
23;17;28;27;24;23
23;17;28;28;24;23
23;17;28;27;24;23
23;17;28;30;25;23
23;17;28;26;24;23
23;17;28;27;24;23
23;17;28;25;23;23
23;17;28;29;24;23
23;17;28;28;24;23
23;17;28;27;24;23
23;17;28;30;25;23
23;17;28;30;25;23
23;17;28;29;24;23
23;17;28;30;25;23
23;17;27;28;24;23
23;16;28;32;25;23
23;17;28;31;25;23
23;17;28;28;24;23
23;17;28;31;25;23
23;17;28;28;24;23
23;17;28;28;24;23
23;17;28;28;24;23
23;17;28;27;24;23
23;17;28;31;25;23
23;17;28;28;24;23
23;17;28;27;24;23
23;17;28;27;24;23
23;17;28;27;24;23
23;17;28;28;24;23
23;17;28;30;25;23
23;17;28;28;24;23
23;17;28;30;25;23
23;17;28;31;25;23
23;17;28;28;24;23
23;17;28;28;24;23
23;17;28;32;25;23
23;17;28;29;24;23
23;17;28;27;24;23
23;17;28;31;25;23
23;17;28;28;24;23
23;17;28;27;24;23
23;17;28;29;24;22
23;17;28;27;24;22
23;17;28;26;24;23
23;16;28;28;24;23
23;17;28;27;24;23
23;16;28;30;24;23
23;17;28;28;24;23
23;17;28;28;24;23
23;17;28;30;25;23
23;17;29;26;24;23
23;17;28;29;24;23
23;17;28;31;25;23
23;17;28;27;24;23
23;17;28;30;25;23
23;17;29;28;24;23
23;17;28;28;24;23
23;17;28;27;24;23
23;17;29;28;24;22
23;17;28;29;24;23
23;17;29;31;25;23
23;17;28;31;25;23
23;17;28;31;25;23
23;17;28;28;24;23
22;17;29;31;25;23
23;17;28;28;24;23
22;17;28;31;25;23
23;17;28;27;24;23
22;17;29;29;24;23
22;17;29;27;24;23
22;17;28;27;24;23
23;17;28;27;24;23
23;17;28;30;25;23
23;17;28;28;24;22
23;16;28;29;24;23
23;17;28;30;25;23
23;17;28;28;24;22
22;17;29;30;25;22
23;17;29;32;25;23
23;17;29;32;25;23
23;17;28;28;24;23
23;17;28;30;25;23
23;17;29;31;25;23
23;17;29;29;25;23
23;17;29;30;25;23
23;17;28;28;24;23
22;17;28;31;25;23
23;17;29;30;25;23
23;17;29;30;25;22
23;17;28;28;24;23
23;17;29;30;25;23
23;17;29;32;25;23
23;17;29;32;25;23
23;17;29;33;26;23
23;17;29;30;25;23
23;17;29;32;25;23
23;17;28;33;25;23
23;17;28;32;25;23
23;17;29;30;25;23
23;17;29;31;25;22
23;17;29;32;25;23
23;17;29;29;25;22
23;17;29;31;25;23
23;17;29;28;24;23
23;16;29;30;25;23
22;17;29;30;25;23
23;17;29;27;24;23
22;17;29;31;25;22
23;17;28;30;25;23
23;17;28;29;24;23
23;17;28;31;25;23
23;17;28;29;24;23
23;17;29;29;25;23
23;17;29;31;25;23
23;17;28;31;25;23
23;17;28;31;25;22
23;17;29;31;25;23
23;17;29;32;25;23
22;17;29;31;25;22
23;17;28;33;25;23
23;17;29;29;25;23
23;17;29;32;25;22
23;17;29;33;26;22
23;17;29;31;25;23
23;17;29;31;25;23
23;17;29;33;26;23
23;17;29;30;25;22
23;17;28;33;25;22
23;17;28;33;25;22
23;17;29;31;25;23
23;17;29;31;25;23
23;17;29;31;25;22
23;17;29;33;26;22
23;17;29;31;25;23
23;17;29;29;25;23
23;17;29;29;25;22
23;17;29;29;25;22
23;17;29;32;25;23
23;17;29;28;24;22
23;17;29;31;25;22
23;17;29;27;24;22
23;17;29;31;25;23
23;17;29;27;24;22
23;17;29;31;25;22
22;17;29;27;24;22
23;17;29;31;25;22
23;17;29;28;24;22
23;17;29;29;25;22
23;17;29;28;24;22
23;17;29;28;24;22
23;17;29;30;25;22
23;17;29;27;24;22
23;17;29;30;25;22
23;17;29;28;24;22
23;17;29;27;24;22
23;17;29;28;24;22
23;17;29;29;25;22
23;17;29;29;25;22
23;17;29;29;25;22
23;17;29;29;25;22
23;17;29;29;25;22
23;17;29;28;24;22
23;16;29;29;24;22
23;17;28;28;24;22
23;16;29;26;24;22
23;17;29;27;24;22
23;17;29;29;25;22
23;17;29;30;25;22
23;17;29;26;24;22
23;17;29;27;24;22
23;17;29;29;25;22
23;17;29;29;25;22
22;17;29;29;24;22
23;17;30;25;24;22
23;16;29;30;25;22
23;17;29;28;24;22
23;17;29;30;25;22
23;17;29;26;24;22
23;16;29;26;24;22
23;17;29;26;24;22
23;17;29;25;24;22
23;17;29;25;24;22
23;16;29;25;23;22
23;17;30;26;24;22
23;17;29;24;23;22
23;17;30;24;24;22
23;17;29;25;24;22
23;17;29;23;23;22
23;17;29;24;23;22
23;17;29;24;23;22
23;17;29;25;24;22
23;17;30;27;24;23
23;17;30;25;24;22
23;17;30;28;25;22
23;16;30;25;24;22
23;17;29;25;24;22
23;17;30;27;24;22
23;17;29;29;25;22
23;17;29;29;25;22
23;17;29;25;24;22
23;17;29;27;24;23
23;17;29;27;24;22
23;17;30;30;25;22
23;17;30;26;24;22
23;17;29;27;24;22
23;16;30;27;24;22
23;17;30;28;25;22
23;17;30;28;25;22
23;17;30;29;25;22
23;17;30;30;25;22
23;17;29;28;24;22
23;17;30;26;24;22
23;17;30;30;25;22
23;17;30;29;25;22
23;17;29;27;24;22
23;16;30;28;24;22
23;17;30;27;24;22
23;17;29;28;24;22
23;17;30;30;25;22
23;17;30;28;25;22
23;17;30;29;25;22
23;17;30;31;25;22
23;17;30;32;26;22
22;17;30;32;25;22
23;17;30;33;26;22
23;17;29;33;26;22
23;17;30;31;25;22
23;17;29;33;26;22
23;16;30;31;25;22
23;16;30;31;25;22
23;16;30;31;25;22
23;17;29;30;25;22
22;17;29;29;24;22
23;17;29;27;24;22
23;17;30;29;25;22
23;17;30;31;25;22
22;17;29;29;24;22
23;17;29;29;25;22
23;17;29;29;25;22
23;17;30;29;25;22
23;17;30;27;24;22
23;17;30;26;24;22
23;17;29;26;24;22
23;16;30;25;24;22
23;17;30;26;24;22
23;17;29;27;24;22
23;17;29;28;24;22
23;17;29;27;24;22
23;17;30;25;24;22
23;17;30;26;24;22
23;17;29;29;25;22
23;17;30;25;24;22
22;17;30;28;24;22
23;17;30;27;24;22
23;16;30;29;25;22
23;17;30;26;24;22
23;17;30;26;24;22
23;17;29;28;24;22
22;17;30;27;24;22
23;17;30;27;24;22
23;17;29;24;23;22
23;17;29;27;24;22
23;17;30;29;25;22
23;17;30;27;24;22
23;17;30;25;24;22
23;17;30;28;25;22
22;17;30;27;24;22
23;17;30;28;25;22
22;17;30;28;24;22
23;17;30;28;25;22
22;17;30;25;24;22
23;17;30;28;25;22
23;17;30;27;24;22
22;16;30;29;24;22
23;17;30;28;25;22
23;17;30;29;25;22
22;17;29;28;24;22
23;17;29;28;24;22
22;17;30;26;24;22
23;17;30;26;24;22
23;17;30;30;25;22
23;17;30;29;25;22
22;17;30;26;24;22
23;17;30;28;25;22
23;16;30;27;24;22
23;17;30;29;25;22
23;17;30;28;25;22
23;17;30;27;24;22
23;17;30;30;25;22
22;17;30;27;24;22
23;16;30;30;25;22
23;17;30;31;25;22
23;17;30;28;25;22
23;17;30;28;25;22
23;17;30;29;25;22
23;17;30;30;25;22
23;17;30;28;25;22
23;17;30;29;25;22
23;17;30;29;25;22
22;17;30;31;25;22
22;17;30;32;25;22
22;17;30;27;24;22
23;17;30;28;25;22
23;17;30;32;26;22
23;17;30;29;25;22
23;17;30;32;26;22
22;17;29;30;25;22
23;17;30;32;26;22
23;17;30;32;26;22
23;17;30;30;25;22
22;17;30;31;25;22
22;17;30;33;26;22
23;17;30;30;25;22
23;17;30;31;25;22
23;17;31;28;25;22
23;17;30;32;26;22
23;17;30;28;25;22
23;17;31;27;25;22
23;16;30;28;24;22
23;17;31;31;26;22
23;17;30;30;25;22
23;17;31;29;25;22
23;17;31;29;25;22
23;17;30;31;25;22
23;17;31;31;26;22
23;17;30;29;25;22
23;17;30;31;25;22
23;17;30;30;25;22
23;17;31;30;25;22
23;17;30;29;25;22
23;17;30;27;24;22
23;17;31;29;25;22
23;17;31;31;26;22
23;17;31;30;25;22
23;17;31;29;25;22
22;17;30;27;24;22
23;17;30;26;24;22
23;17;31;28;25;22
22;16;31;31;25;22
23;17;31;26;24;22
23;17;31;26;24;22
22;17;31;29;25;22
23;17;31;29;25;22
22;17;31;27;24;22
23;16;31;28;25;22
23;17;31;26;24;22
22;17;31;26;24;22
22;17;31;26;24;22
22;17;31;27;24;22
22;17;31;28;25;22
23;17;31;29;25;22
22;17;31;27;24;22
22;17;31;26;24;22
22;17;31;27;24;22
22;17;31;26;24;22
22;17;31;29;25;22
22;17;31;30;25;22
22;17;31;30;25;22
23;17;31;29;25;22
22;17;31;28;25;22
22;17;31;28;25;22
22;17;31;27;24;22
22;17;31;28;25;22
22;17;31;28;25;22
23;17;31;26;24;22
23;17;31;29;25;22
23;17;31;26;24;22
23;17;31;27;25;22
23;17;31;29;25;22
22;17;31;26;24;22
22;17;31;26;24;22
23;17;31;30;25;22
23;17;31;25;24;22
22;17;31;26;24;22
22;16;31;27;24;22
22;17;31;24;24;22
23;17;31;24;24;22
22;17;31;25;24;22
23;17;31;26;24;22
23;17;31;28;25;22
23;17;31;27;25;22
23;17;31;27;25;22
23;17;31;27;25;22
23;17;31;24;24;22
23;17;31;28;25;22
23;17;31;27;25;22
23;17;31;29;25;22
23;17;31;28;25;21
23;17;31;29;25;21
23;16;31;30;25;22
23;17;31;30;25;22
23;17;32;28;25;22
22;17;32;29;25;22
22;17;31;28;25;22
22;17;31;26;24;22
22;17;32;26;24;22
22;17;31;26;24;22
23;17;31;28;25;22
23;17;31;28;25;22
23;17;31;29;25;22
23;17;31;26;24;22
22;17;32;27;25;22
23;17;31;26;24;22
23;17;31;30;25;22
22;16;31;26;24;22
23;17;31;25;24;22
23;17;31;24;24;22
23;17;31;29;25;22
22;17;31;29;25;22
23;17;31;26;24;22
23;17;31;28;25;22
23;17;31;30;25;22
22;16;31;27;24;22
23;17;31;27;25;22
23;17;31;26;24;22
23;17;31;30;25;21
23;17;31;30;25;22
23;17;31;30;25;21
22;17;31;31;25;22
22;17;31;31;25;22
22;17;31;30;25;22
22;17;31;32;26;22
23;17;31;29;25;22
23;17;31;30;25;22
23;17;31;28;25;21
23;17;31;27;25;22
23;17;31;30;25;22
22;17;31;29;25;22
22;17;31;27;24;22
23;17;31;31;26;22
23;17;31;30;25;22
23;17;31;27;25;22
23;17;31;30;25;22
23;17;31;31;26;22
22;16;31;29;25;22
23;17;31;28;25;22
23;17;31;27;25;22
23;17;31;29;25;22
22;17;31;31;25;22
22;17;31;29;25;22
23;17;31;32;26;22
23;17;31;29;25;22
23;17;31;29;25;22
22;17;31;31;25;21
22;17;31;27;24;22
23;17;31;28;25;22
23;17;31;29;25;22
23;17;31;29;25;21
22;17;31;29;25;21
23;17;31;28;25;22
23;17;31;26;24;22
22;17;31;31;25;22
23;17;31;27;25;22
22;17;31;30;25;22
22;17;31;31;25;22
22;17;31;30;25;22
22;17;31;29;25;22
22;17;31;30;25;21
22;17;31;31;25;22
22;17;31;29;25;22
22;17;32;28;25;22
22;17;31;29;25;22
22;17;31;27;24;22
23;17;31;30;25;22
22;16;31;27;24;22
22;17;31;29;25;22
23;17;31;31;26;22
22;17;31;29;25;22
22;17;31;28;25;21
22;17;31;28;25;21
22;17;31;31;25;22
23;17;31;32;26;22
22;17;31;31;25;22
23;17;31;29;25;22
22;17;31;28;25;22
22;17;31;32;26;22
23;17;31;31;26;22
22;17;31;32;26;21
22;17;31;28;25;22
22;17;31;32;26;21
23;17;31;30;25;21
23;17;31;31;26;21
23;17;31;32;26;21
23;17;31;30;25;21
22;17;31;33;26;22
23;17;31;31;26;21
22;17;31;32;26;22
22;17;31;29;25;22
23;17;31;32;26;22
23;17;31;33;26;22
22;17;31;33;26;22
22;17;31;31;25;21
22;17;31;28;25;22
22;17;31;30;25;22
22;17;31;28;25;22
22;17;31;30;25;21
23;17;31;27;25;21
22;17;31;27;24;21
22;17;31;28;25;22
22;17;31;25;24;22
23;17;31;30;25;21
23;17;31;26;24;21
22;17;31;28;25;21
22;17;31;30;25;22
22;17;31;29;25;22
23;17;31;29;25;22
22;17;31;30;25;22
22;17;31;30;25;21
22;17;31;27;24;22
22;17;31;30;25;22
23;17;31;30;25;22
22;17;31;27;24;22
22;17;31;29;25;22
22;17;31;28;25;22
22;17;31;27;24;22
23;17;31;30;25;21
22;17;31;28;25;21
22;17;31;29;25;22
23;17;31;27;25;22
22;17;31;27;24;22
22;17;31;29;25;21
22;17;31;26;24;22
22;17;31;30;25;22
22;16;31;27;24;21
22;17;31;30;25;21
22;17;31;28;25;22
22;17;31;30;25;22
22;17;31;30;25;22
22;17;31;30;25;21
22;17;31;28;25;22
22;17;31;30;25;22
22;17;31;32;26;22
22;17;31;29;25;22
23;17;31;32;26;22
22;17;31;31;25;22
22;17;31;33;26;21
22;17;31;33;26;22
22;17;31;30;25;21
22;17;31;32;26;22
22;17;31;30;25;22
22;17;31;31;25;22
22;17;31;31;25;22
22;17;31;31;25;22
22;17;31;30;25;22
23;17;31;32;26;22
22;17;31;29;25;22
22;17;31;31;25;22
22;17;31;31;25;22
22;17;31;31;25;22
22;17;32;29;25;22
22;17;31;30;25;22
22;17;32;30;25;22
22;17;31;29;25;21
22;16;31;31;25;22
22;17;31;31;25;21
22;17;31;31;25;21
22;17;31;31;25;21
22;17;31;28;25;22
22;17;31;32;26;22
22;17;32;32;26;22
23;17;32;30;26;22
22;17;32;29;25;22
22;17;31;28;25;22
22;17;31;30;25;22
22;17;31;28;25;22
22;17;32;30;25;22
22;17;31;31;25;22
22;17;31;28;25;21
22;17;31;31;25;22
22;17;31;32;26;22
22;17;32;29;25;22
22;17;31;27;24;21
22;17;31;31;25;21
22;17;31;28;25;22
22;17;32;31;26;22
22;17;31;31;25;21
22;17;31;32;26;22
22;17;32;31;26;22
22;17;31;29;25;22
22;17;32;32;26;22
22;17;32;31;26;22
22;17;32;29;25;21
